Mines Gathered;Dead Sweepers
38;9
38;9
38;9
38;9
38;9
38;9
38;9
38;9
38;9
38;9
38;9
38;9
38;9
38;9
38;9
38;9
38;9
38;9
38;9
38;9
38;9
