Mines Gathered;Dead Sweepers
23;24
23;24
21;24
22;24
23;24
23;24
22;24
23;24
23;23
22;23
23;23
23;24
23;24
22;24
23;24
23;24
23;24
23;24
23;24
23;23
23;24
22;23
